eventType,eventID,parentEventID,license,rightsHolder,accessRights,datasetID,institutionCode,datasetName,informationWithheld,dataGeneralizations,samplingProtocol,eventDate,eventRemarks,locationID,continent,countryCode,locality,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,georeferenceRemarks,collectionCode,basisOfRecord,recordedBy,individualCount,sex,lifeStage,behavior,occurrenceStatus,occurrenceRemarks,scientificName,kingdom,phylum,class,order,taxonRank,vernacularName,nomenclaturalCode
occurrence,INBO:MEETNET:OCC:0893199,INBO:MEETNET:EVENT:280724,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0491202,INBO:MEETNET:EVENT:054461,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,11,male,adult,present,present,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0491203,INBO:MEETNET:EVENT:054461,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,3,female,adult,present,present,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0491204,INBO:MEETNET:EVENT:054461,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,2,male,adult,present,present,casual observation,Ischnura elegans,Animalia,Arthropoda,Insecta,Odonata,species,Lantaarntje,ICZN
occurrence,INBO:MEETNET:OCC:0491205,INBO:MEETNET:EVENT:054461,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,2,female,adult,present,present,casual observation,Ischnura elegans,Animalia,Arthropoda,Insecta,Odonata,species,Lantaarntje,ICZN
occurrence,INBO:MEETNET:OCC:0491206,INBO:MEETNET:EVENT:054461,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0491207,INBO:MEETNET:EVENT:054461,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0491208,INBO:MEETNET:EVENT:054461,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0491209,INBO:MEETNET:EVENT:054461,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0491210,INBO:MEETNET:EVENT:054461,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0735710,INBO:MEETNET:EVENT:228729,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,8,male,adult,present,present,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0735711,INBO:MEETNET:EVENT:228729,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,8,female,adult,present,present,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0735712,INBO:MEETNET:EVENT:228729,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0735713,INBO:MEETNET:EVENT:228729,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0735714,INBO:MEETNET:EVENT:228729,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0735715,INBO:MEETNET:EVENT:228729,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0735716,INBO:MEETNET:EVENT:228729,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0819086,INBO:MEETNET:EVENT:251490,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,male,adult,present,absent,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0819087,INBO:MEETNET:EVENT:251490,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,present,absent,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0819088,INBO:MEETNET:EVENT:251490,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,present,absent,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0819089,INBO:MEETNET:EVENT:251490,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0819090,INBO:MEETNET:EVENT:251490,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0819091,INBO:MEETNET:EVENT:251490,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0819092,INBO:MEETNET:EVENT:251490,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0128795,INBO:MEETNET:EVENT:007387,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,37,male,adult,present,present,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0128796,INBO:MEETNET:EVENT:007387,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,23,female,adult,present,present,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0128797,INBO:MEETNET:EVENT:007387,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0128798,INBO:MEETNET:EVENT:007387,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0128799,INBO:MEETNET:EVENT:007387,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0128800,INBO:MEETNET:EVENT:007387,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0128801,INBO:MEETNET:EVENT:007387,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0701155,INBO:MEETNET:EVENT:210371,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,7,male,adult,present,present,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0701156,INBO:MEETNET:EVENT:210371,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,4,female,adult,present,present,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0701157,INBO:MEETNET:EVENT:210371,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,present,absent,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0701158,INBO:MEETNET:EVENT:210371,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0701159,INBO:MEETNET:EVENT:210371,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0701160,INBO:MEETNET:EVENT:210371,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0701161,INBO:MEETNET:EVENT:210371,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0647248,INBO:MEETNET:EVENT:196380,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0647249,INBO:MEETNET:EVENT:196380,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0647243,INBO:MEETNET:EVENT:196380,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,6,male,adult,present,present,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0647244,INBO:MEETNET:EVENT:196380,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,1,female,adult,present,present,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0647245,INBO:MEETNET:EVENT:196380,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,present,absent,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0647246,INBO:MEETNET:EVENT:196380,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0647247,INBO:MEETNET:EVENT:196380,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0700857,INBO:MEETNET:EVENT:210143,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,male,adult,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0700858,INBO:MEETNET:EVENT:210143,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0700859,INBO:MEETNET:EVENT:210143,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0700860,INBO:MEETNET:EVENT:210143,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0700861,INBO:MEETNET:EVENT:210143,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0700862,INBO:MEETNET:EVENT:210143,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0700863,INBO:MEETNET:EVENT:210143,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0808016,INBO:MEETNET:EVENT:248705,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,1,unknown,adult,present,present,target species,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
occurrence,INBO:MEETNET:OCC:0808017,INBO:MEETNET:EVENT:248705,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,male,adult,present,absent,target species,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
occurrence,INBO:MEETNET:OCC:0808018,INBO:MEETNET:EVENT:248705,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,present,absent,target species,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
occurrence,INBO:MEETNET:OCC:0808019,INBO:MEETNET:EVENT:248705,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,target species,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
occurrence,INBO:MEETNET:OCC:0808020,INBO:MEETNET:EVENT:248705,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,target species,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
occurrence,INBO:MEETNET:OCC:0808021,INBO:MEETNET:EVENT:248705,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,target species,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
occurrence,INBO:MEETNET:OCC:0808022,INBO:MEETNET:EVENT:248705,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,target species,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
occurrence,INBO:MEETNET:OCC:0140677,INBO:MEETNET:EVENT:009059,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,male,adult,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0140678,INBO:MEETNET:EVENT:009059,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0140679,INBO:MEETNET:EVENT:009059,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0140680,INBO:MEETNET:EVENT:009059,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0140681,INBO:MEETNET:EVENT:009059,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0140682,INBO:MEETNET:EVENT:009059,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0140683,INBO:MEETNET:EVENT:009059,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0931771,INBO:MEETNET:EVENT:288980,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,male,adult,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0931772,INBO:MEETNET:EVENT:288980,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0931773,INBO:MEETNET:EVENT:288980,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0931774,INBO:MEETNET:EVENT:288980,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0931775,INBO:MEETNET:EVENT:288980,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0931776,INBO:MEETNET:EVENT:288980,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0931777,INBO:MEETNET:EVENT:288980,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,target species,Coenagrion pulchellum,Animalia,Arthropoda,Insecta,Odonata,species,Variabele waterjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0893214,INBO:MEETNET:EVENT:280727,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,1,unknown,adult,present,present,target species,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
occurrence,INBO:MEETNET:OCC:0893215,INBO:MEETNET:EVENT:280727,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,male,adult,present,absent,target species,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
occurrence,INBO:MEETNET:OCC:0893216,INBO:MEETNET:EVENT:280727,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,present,absent,target species,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
occurrence,INBO:MEETNET:OCC:0893217,INBO:MEETNET:EVENT:280727,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,target species,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
occurrence,INBO:MEETNET:OCC:0893218,INBO:MEETNET:EVENT:280727,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,target species,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
occurrence,INBO:MEETNET:OCC:0893219,INBO:MEETNET:EVENT:280727,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,target species,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
occurrence,INBO:MEETNET:OCC:0893220,INBO:MEETNET:EVENT:280727,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,target species,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
occurrence,INBO:MEETNET:OCC:0902083,INBO:MEETNET:EVENT:282735,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,2,male,adult,present,present,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0902084,INBO:MEETNET:EVENT:282735,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,present,absent,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0902085,INBO:MEETNET:EVENT:282735,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,present,absent,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0902086,INBO:MEETNET:EVENT:282735,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,imago,present,absent,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0902087,INBO:MEETNET:EVENT:282735,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0902088,INBO:MEETNET:EVENT:282735,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0902089,INBO:MEETNET:EVENT:282735,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,casual observation,Calopteryx virgo,Animalia,Arthropoda,Insecta,Odonata,species,Bosbeekjuffer,ICZN
occurrence,INBO:MEETNET:OCC:0890570,INBO:MEETNET:EVENT:280077,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,adult,copula,absent,target species,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
occurrence,INBO:MEETNET:OCC:0890571,INBO:MEETNET:EVENT:280077,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,female,adult,egg laying,absent,target species,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
occurrence,INBO:MEETNET:OCC:0890572,INBO:MEETNET:EVENT:280077,,,,,,,,,,,,,,,,,,,,,meetnetten,HumanObservation,https://meetnetten.be,0,unknown,exuviae,present,absent,target species,Aeshna isoceles,Animalia,Arthropoda,Insecta,Odonata,species,Vroege glazenmaker,ICZN
